Hostname,SistemaOperacional,EspacoLivreAntesGB,EspacoLivreDepoisGB,EspacoRecuperadoGB,Data
SRV-0308,Windows Server 2022,48.29,52.95,4.66,2025-03-09
SRV-0309,Windows Server 2019,48.21,52.27,4.06,2025-03-09
SRV-0310,Windows Server 2016,37.64,38.88,1.24,2025-03-09
SRV-0311,Windows Server 2019,47.08,51.18,4.1,2025-03-09
SRV-0312,Windows Server 2019,38.01,38.37,0.36,2025-03-09
SRV-0313,Windows Server 2016,48.37,50.65,2.28,2025-03-09
SRV-0314,Windows Server 2016,15.26,17.29,2.03,2025-03-09
SRV-0315,Windows Server 2016,24.14,25.11,0.97,2025-03-09
SRV-0316,Windows Server 2019,48.02,49.85,1.83,2025-03-09
SRV-0317,Windows Server 2019,12.96,13.74,0.78,2025-03-09
SRV-0318,Windows Server 2022,30.98,33.97,2.99,2025-03-09
SRV-0319,Windows Server 2019,34.77,36.23,1.46,2025-03-09
SRV-0320,Windows Server 2016,39.9,42.42,2.52,2025-03-09
SRV-0321,Windows Server 2019,20.1,20.44,0.34,2025-03-09
SRV-0322,Windows Server 2019,45.38,48.37,2.99,2025-03-09
SRV-0323,Windows Server 2022,27.38,27.78,0.4,2025-03-09
SRV-0324,Windows Server 2019,13.2,15.95,2.75,2025-03-09
SRV-0325,Windows Server 2019,44.32,48.11,3.79,2025-03-09
SRV-0326,Windows Server 2022,18.37,18.99,0.62,2025-03-09
SRV-0327,Windows Server 2016,9.72,9.87,0.15,2025-03-09
SRV-0328,Windows Server 2016,9.25,10.81,1.56,2025-03-09
SRV-0329,Windows Server 2019,10.87,11.28,0.41,2025-03-09
SRV-0330,Windows Server 2019,9.64,12.1,2.46,2025-03-09
SRV-0331,Windows Server 2019,11.1,15.06,3.96,2025-03-09
SRV-0332,Windows Server 2016,24.43,28.27,3.84,2025-03-09
SRV-0333,Windows Server 2022,14.61,16.24,1.63,2025-03-09
SRV-0334,Windows Server 2022,45.84,48.81,2.97,2025-03-09
SRV-0335,Windows Server 2019,30.84,33.49,2.65,2025-03-09
SRV-0336,Windows Server 2022,42.79,43.79,1.0,2025-03-09
SRV-0337,Windows Server 2019,10.18,12.21,2.03,2025-03-09
SRV-0338,Windows Server 2016,35.7,35.98,0.28,2025-03-09
SRV-0339,Windows Server 2022,23.93,26.95,3.02,2025-03-09
SRV-0340,Windows Server 2019,34.68,36.41,1.73,2025-03-09
SRV-0341,Windows Server 2022,26.46,30.62,4.16,2025-03-09
SRV-0342,Windows Server 2016,12.92,13.91,0.99,2025-03-09
SRV-0343,Windows Server 2016,39.82,42.41,2.59,2025-03-09
SRV-0344,Windows Server 2019,21.03,21.61,0.58,2025-03-09
SRV-0345,Windows Server 2019,40.08,42.23,2.15,2025-03-09
SRV-0346,Windows Server 2022,39.94,41.17,1.23,2025-03-09
SRV-0347,Windows Server 2019,39.98,43.33,3.35,2025-03-09
SRV-0348,Windows Server 2022,31.38,32.06,0.68,2025-03-09
SRV-0349,Windows Server 2019,11.9,13.62,1.72,2025-03-09
SRV-0350,Windows Server 2019,11.94,16.62,4.68,2025-03-09
SRV-0351,Windows Server 2019,33.51,35.0,1.49,2025-03-09
SRV-0352,Windows Server 2022,40.43,45.38,4.95,2025-03-09
SRV-0353,Windows Server 2016,34.78,38.85,4.07,2025-03-09
SRV-0354,Windows Server 2019,9.55,10.34,0.79,2025-03-09
SRV-0355,Windows Server 2022,18.68,20.71,2.03,2025-03-09
SRV-0356,Windows Server 2022,48.74,51.07,2.33,2025-03-09
SRV-0357,Windows Server 2019,6.63,7.12,0.49,2025-03-09
SRV-0358,Windows Server 2019,26.64,27.36,0.72,2025-03-09
SRV-0359,Windows Server 2019,33.85,36.31,2.46,2025-03-09
SRV-0360,Windows Server 2016,46.3,46.76,0.46,2025-03-09
SRV-0361,Windows Server 2019,10.98,12.44,1.46,2025-03-09
SRV-0362,Windows Server 2022,32.06,34.52,2.46,2025-03-09
SRV-0363,Windows Server 2019,41.99,46.95,4.96,2025-03-09
SRV-0364,Windows Server 2019,30.08,31.99,1.91,2025-03-09
SRV-0365,Windows Server 2019,20.85,23.67,2.82,2025-03-09
SRV-0366,Windows Server 2016,5.15,8.97,3.82,2025-03-09
SRV-0367,Windows Server 2019,21.89,26.05,4.16,2025-03-09
SRV-0368,Windows Server 2022,17.79,19.17,1.38,2025-03-09
SRV-0369,Windows Server 2016,11.55,15.16,3.61,2025-03-09
SRV-0370,Windows Server 2019,41.09,44.14,3.05,2025-03-09
SRV-0371,Windows Server 2022,45.7,48.1,2.4,2025-03-09
SRV-0372,Windows Server 2019,28.29,31.96,3.67,2025-03-09
SRV-0373,Windows Server 2022,10.54,10.93,0.39,2025-03-09
SRV-0374,Windows Server 2019,24.5,27.58,3.08,2025-03-09
SRV-0375,Windows Server 2019,26.82,31.36,4.54,2025-03-09
SRV-0376,Windows Server 2022,19.72,22.97,3.25,2025-03-09
SRV-0377,Windows Server 2016,18.24,21.4,3.16,2025-03-09
SRV-0378,Windows Server 2022,23.57,24.2,0.63,2025-03-09
SRV-0379,Windows Server 2022,46.91,50.68,3.77,2025-03-09
SRV-0380,Windows Server 2016,47.81,48.78,0.97,2025-03-09
SRV-0381,Windows Server 2022,32.58,35.42,2.84,2025-03-09
SRV-0382,Windows Server 2016,7.13,10.47,3.34,2025-03-09
SRV-0383,Windows Server 2019,18.58,22.12,3.54,2025-03-09
SRV-0384,Windows Server 2019,37.33,39.79,2.46,2025-03-09
SRV-0385,Windows Server 2019,45.6,48.48,2.88,2025-03-09
SRV-0386,Windows Server 2019,43.68,44.84,1.16,2025-03-09
SRV-0387,Windows Server 2019,15.48,17.64,2.16,2025-03-09
SRV-0388,Windows Server 2019,23.09,24.09,1.0,2025-03-09
SRV-0389,Windows Server 2022,48.26,48.39,0.13,2025-03-09
SRV-0390,Windows Server 2019,11.85,12.09,0.24,2025-03-09
SRV-0391,Windows Server 2019,34.52,35.96,1.44,2025-03-09
SRV-0392,Windows Server 2022,17.19,18.71,1.52,2025-03-09
SRV-0393,Windows Server 2019,40.39,41.2,0.81,2025-03-09
SRV-0394,Windows Server 2019,13.01,14.23,1.22,2025-03-09
SRV-0395,Windows Server 2022,10.0,14.46,4.46,2025-03-09
SRV-0396,Windows Server 2019,48.44,52.47,4.03,2025-03-09
SRV-0397,Windows Server 2022,41.78,41.91,0.13,2025-03-09
SRV-0398,Windows Server 2019,24.67,27.86,3.19,2025-03-09
SRV-0399,Windows Server 2022,16.12,16.95,0.83,2025-03-09
SRV-0400,Windows Server 2022,49.1,51.38,2.28,2025-03-09
SRV-0401,Windows Server 2022,21.64,25.97,4.33,2025-03-09
SRV-0402,Windows Server 2019,23.14,26.13,2.99,2025-03-09
SRV-0403,Windows Server 2019,20.16,21.27,1.11,2025-03-09
SRV-0404,Windows Server 2019,45.45,49.67,4.22,2025-03-09
SRV-0405,Windows Server 2019,23.87,26.57,2.7,2025-03-09
SRV-0406,Windows Server 2019,31.68,32.17,0.49,2025-03-09
SRV-0407,Windows Server 2019,21.91,22.15,0.24,2025-03-09
SRV-0408,Windows Server 2019,10.38,11.94,1.56,2025-03-09
SRV-0409,Windows Server 2019,28.88,29.13,0.25,2025-03-09
SRV-0410,Windows Server 2019,25.13,29.78,4.65,2025-03-09
SRV-0411,Windows Server 2019,17.83,22.15,4.32,2025-03-09
SRV-0412,Windows Server 2019,49.8,53.29,3.49,2025-03-09
SRV-0413,Windows Server 2019,21.41,24.43,3.02,2025-03-09
SRV-0414,Windows Server 2019,48.14,49.0,0.86,2025-03-09
SRV-0415,Windows Server 2022,42.79,47.15,4.36,2025-03-09
SRV-0416,Windows Server 2022,47.83,50.55,2.72,2025-03-09
SRV-0417,Windows Server 2019,30.49,33.2,2.71,2025-03-09
SRV-0418,Windows Server 2019,47.94,51.27,3.33,2025-03-09
SRV-0419,Windows Server 2019,6.47,11.32,4.85,2025-03-09
SRV-0420,Windows Server 2022,36.0,37.31,1.31,2025-03-09
SRV-0421,Windows Server 2022,44.13,48.02,3.89,2025-03-09
SRV-0422,Windows Server 2022,26.35,28.67,2.32,2025-03-09
SRV-0423,Windows Server 2019,44.98,49.98,5.0,2025-03-09
SRV-0424,Windows Server 2019,34.24,37.95,3.71,2025-03-09
SRV-0425,Windows Server 2019,41.25,45.0,3.75,2025-03-09
SRV-0426,Windows Server 2016,5.27,6.05,0.78,2025-03-09
SRV-0427,Windows Server 2019,47.69,51.98,4.29,2025-03-09
SRV-0428,Windows Server 2022,15.05,19.22,4.17,2025-03-09
SRV-0429,Windows Server 2019,14.89,19.05,4.16,2025-03-09
SRV-0430,Windows Server 2016,48.72,51.06,2.34,2025-03-09
SRV-0431,Windows Server 2016,39.56,44.27,4.71,2025-03-09
SRV-0432,Windows Server 2016,45.21,47.36,2.15,2025-03-09
SRV-0433,Windows Server 2016,21.36,22.41,1.05,2025-03-09
SRV-0434,Windows Server 2019,30.28,32.36,2.08,2025-03-09
SRV-0435,Windows Server 2022,23.98,24.13,0.15,2025-03-09
SRV-0436,Windows Server 2022,12.3,15.34,3.04,2025-03-09
SRV-0437,Windows Server 2016,9.53,10.51,0.98,2025-03-09
SRV-0438,Windows Server 2022,36.83,40.38,3.55,2025-03-09
SRV-0439,Windows Server 2019,32.28,34.58,2.3,2025-03-09
SRV-0440,Windows Server 2019,22.11,23.73,1.62,2025-03-09
SRV-0441,Windows Server 2022,19.2,19.93,0.73,2025-03-09
SRV-0442,Windows Server 2016,5.88,6.0,0.12,2025-03-09
SRV-0443,Windows Server 2016,49.07,50.07,1.0,2025-03-09
SRV-0444,Windows Server 2019,49.25,50.07,0.82,2025-03-09
SRV-0445,Windows Server 2019,27.36,28.9,1.54,2025-03-09
SRV-0446,Windows Server 2019,25.52,30.44,4.92,2025-03-09
SRV-0447,Windows Server 2019,45.21,46.54,1.33,2025-03-09
SRV-0448,Windows Server 2022,38.19,40.51,2.32,2025-03-09
SRV-0449,Windows Server 2022,40.47,45.3,4.83,2025-03-09
SRV-0450,Windows Server 2019,15.44,15.81,0.37,2025-03-09
SRV-0451,Windows Server 2022,18.43,19.7,1.27,2025-03-09
SRV-0452,Windows Server 2019,34.09,35.0,0.91,2025-03-09
SRV-0453,Windows Server 2019,39.87,41.28,1.41,2025-03-09
SRV-0454,Windows Server 2022,40.09,41.62,1.53,2025-03-09
SRV-0455,Windows Server 2022,10.89,11.9,1.01,2025-03-09
SRV-0456,Windows Server 2022,49.32,53.62,4.3,2025-03-09
SRV-0457,Windows Server 2019,48.27,50.68,2.41,2025-03-09
SRV-0458,Windows Server 2019,21.44,21.89,0.45,2025-03-09
SRV-0459,Windows Server 2016,17.64,19.49,1.85,2025-03-09
SRV-0460,Windows Server 2019,19.36,19.51,0.15,2025-03-09
SRV-0461,Windows Server 2019,41.97,43.95,1.98,2025-03-09
SRV-0462,Windows Server 2019,31.73,35.54,3.81,2025-03-09
SRV-0463,Windows Server 2016,12.11,13.92,1.81,2025-03-09
SRV-0464,Windows Server 2022,8.22,9.25,1.03,2025-03-09
SRV-0465,Windows Server 2019,46.42,51.31,4.89,2025-03-09
SRV-0466,Windows Server 2016,41.23,42.39,1.16,2025-03-09
SRV-0467,Windows Server 2019,40.58,41.19,0.61,2025-03-09
SRV-0468,Windows Server 2019,26.94,28.82,1.88,2025-03-09
SRV-0469,Windows Server 2019,29.03,31.64,2.61,2025-03-09
SRV-0470,Windows Server 2016,5.62,9.3,3.68,2025-03-09
SRV-0471,Windows Server 2022,17.61,21.25,3.64,2025-03-09
SRV-0472,Windows Server 2016,35.13,36.61,1.48,2025-03-09
SRV-0473,Windows Server 2016,29.85,34.27,4.42,2025-03-09
SRV-0474,Windows Server 2019,42.79,46.51,3.72,2025-03-09
SRV-0475,Windows Server 2022,24.27,25.32,1.05,2025-03-09
SRV-0476,Windows Server 2019,25.04,27.91,2.87,2025-03-09
SRV-0477,Windows Server 2019,9.5,12.11,2.61,2025-03-09
SRV-0478,Windows Server 2019,6.95,8.79,1.84,2025-03-09
SRV-0479,Windows Server 2016,28.43,29.34,0.91,2025-03-09
SRV-0480,Windows Server 2016,8.88,10.38,1.5,2025-03-09
SRV-0481,Windows Server 2022,40.41,41.4,0.99,2025-03-09
SRV-0482,Windows Server 2022,6.91,10.75,3.84,2025-03-09
SRV-0483,Windows Server 2019,40.0,41.83,1.83,2025-03-09
SRV-0484,Windows Server 2019,26.4,28.31,1.91,2025-03-09
SRV-0485,Windows Server 2022,16.15,19.19,3.04,2025-03-09
SRV-0486,Windows Server 2022,22.21,24.67,2.46,2025-03-09
SRV-0487,Windows Server 2019,25.83,30.48,4.65,2025-03-09
SRV-0488,Windows Server 2022,23.86,26.91,3.05,2025-03-09
SRV-0489,Windows Server 2019,39.37,41.6,2.23,2025-03-09
SRV-0490,Windows Server 2022,37.42,38.67,1.25,2025-03-09
SRV-0491,Windows Server 2019,22.18,24.28,2.1,2025-03-09
SRV-0492,Windows Server 2019,37.97,39.18,1.21,2025-03-09
SRV-0493,Windows Server 2019,5.26,10.19,4.93,2025-03-09
SRV-0494,Windows Server 2019,20.07,23.15,3.08,2025-03-09
SRV-0495,Windows Server 2019,21.11,25.52,4.41,2025-03-09
SRV-0496,Windows Server 2022,22.53,25.21,2.68,2025-03-09
SRV-0497,Windows Server 2019,21.86,25.87,4.01,2025-03-09
SRV-0498,Windows Server 2022,26.57,30.68,4.11,2025-03-09
SRV-0499,Windows Server 2022,37.25,42.23,4.98,2025-03-09
SRV-0500,Windows Server 2019,20.41,24.19,3.78,2025-03-09
SRV-0501,Windows Server 2019,32.28,36.46,4.18,2025-03-09
SRV-0502,Windows Server 2019,24.04,27.95,3.91,2025-03-09
SRV-0503,Windows Server 2019,44.64,45.04,0.4,2025-03-09
SRV-0504,Windows Server 2019,30.44,32.29,1.85,2025-03-09
SRV-0505,Windows Server 2019,14.69,17.56,2.87,2025-03-09
SRV-0506,Windows Server 2019,35.91,37.06,1.15,2025-03-09
SRV-0507,Windows Server 2022,32.08,35.57,3.49,2025-03-09
SRV-0508,Windows Server 2019,13.46,16.28,2.82,2025-03-09
SRV-0509,Windows Server 2019,31.23,32.73,1.5,2025-03-09
SRV-0510,Windows Server 2019,47.11,51.53,4.42,2025-03-09
SRV-0511,Windows Server 2019,17.27,21.46,4.19,2025-03-09
SRV-0512,Windows Server 2022,39.02,41.78,2.76,2025-03-09
SRV-0513,Windows Server 2022,14.13,15.33,1.2,2025-03-09
SRV-0514,Windows Server 2022,48.33,50.91,2.58,2025-03-09
SRV-0515,Windows Server 2022,7.0,7.33,0.33,2025-03-09
SRV-0516,Windows Server 2016,31.62,31.96,0.34,2025-03-09
SRV-0517,Windows Server 2019,15.3,20.04,4.74,2025-03-09
SRV-0518,Windows Server 2022,29.11,30.13,1.02,2025-03-09
SRV-0519,Windows Server 2022,26.49,27.21,0.72,2025-03-09
SRV-0520,Windows Server 2022,26.39,29.73,3.34,2025-03-09
SRV-0521,Windows Server 2016,25.6,26.76,1.16,2025-03-09
SRV-0522,Windows Server 2016,15.66,16.41,0.75,2025-03-09
SRV-0523,Windows Server 2016,46.16,49.52,3.36,2025-03-09
SRV-0524,Windows Server 2019,42.18,44.87,2.69,2025-03-09
SRV-0525,Windows Server 2022,14.88,18.92,4.04,2025-03-09
SRV-0526,Windows Server 2022,49.3,52.02,2.72,2025-03-09
SRV-0527,Windows Server 2022,37.05,38.29,1.24,2025-03-09
SRV-0528,Windows Server 2019,13.56,13.78,0.22,2025-03-09
SRV-0529,Windows Server 2022,36.72,38.22,1.5,2025-03-09
SRV-0530,Windows Server 2016,19.82,24.55,4.73,2025-03-09
SRV-0531,Windows Server 2016,48.18,50.65,2.47,2025-03-09
SRV-0532,Windows Server 2022,30.58,33.31,2.73,2025-03-09
SRV-0533,Windows Server 2019,15.37,15.63,0.26,2025-03-09
SRV-0534,Windows Server 2022,11.94,14.57,2.63,2025-03-09
SRV-0535,Windows Server 2019,24.05,25.48,1.43,2025-03-09
SRV-0536,Windows Server 2016,41.54,45.66,4.12,2025-03-09
SRV-0537,Windows Server 2019,8.48,10.1,1.62,2025-03-09
SRV-0538,Windows Server 2016,12.23,13.94,1.71,2025-03-09
SRV-0539,Windows Server 2019,30.5,33.53,3.03,2025-03-09
SRV-0540,Windows Server 2022,25.37,28.82,3.45,2025-03-09
SRV-0541,Windows Server 2019,24.73,29.02,4.29,2025-03-09
SRV-0542,Windows Server 2016,12.83,15.29,2.46,2025-03-09
SRV-0543,Windows Server 2019,25.52,25.97,0.45,2025-03-09
SRV-0544,Windows Server 2019,23.43,26.44,3.01,2025-03-09
SRV-0545,Windows Server 2019,43.32,47.9,4.58,2025-03-09
SRV-0546,Windows Server 2016,35.44,37.22,1.78,2025-03-09
SRV-0547,Windows Server 2022,43.13,45.74,2.61,2025-03-09
SRV-0548,Windows Server 2016,17.49,18.59,1.1,2025-03-09
SRV-0549,Windows Server 2022,48.06,50.59,2.53,2025-03-09
SRV-0550,Windows Server 2022,36.93,40.98,4.05,2025-03-09
SRV-0551,Windows Server 2022,46.57,49.28,2.71,2025-03-09
SRV-0552,Windows Server 2019,42.28,44.32,2.04,2025-03-09
SRV-0553,Windows Server 2016,38.61,40.95,2.34,2025-03-09
SRV-0554,Windows Server 2022,41.68,44.28,2.6,2025-03-09
SRV-0555,Windows Server 2019,16.38,19.44,3.06,2025-03-09
SRV-0556,Windows Server 2016,38.15,38.27,0.12,2025-03-09
SRV-0557,Windows Server 2022,41.81,42.61,0.8,2025-03-09
SRV-0558,Windows Server 2019,40.57,42.6,2.03,2025-03-09
SRV-0559,Windows Server 2019,34.78,36.62,1.84,2025-03-09
SRV-0560,Windows Server 2019,39.1,43.83,4.73,2025-03-09
SRV-0561,Windows Server 2019,38.12,38.58,0.46,2025-03-09
SRV-0562,Windows Server 2019,21.34,21.74,0.4,2025-03-09
SRV-0563,Windows Server 2019,15.82,16.59,0.77,2025-03-09
SRV-0564,Windows Server 2022,47.85,52.05,4.2,2025-03-09
SRV-0565,Windows Server 2022,18.93,20.19,1.26,2025-03-09
SRV-0566,Windows Server 2019,9.22,10.72,1.5,2025-03-09
SRV-0567,Windows Server 2016,8.89,11.05,2.16,2025-03-09
SRV-0568,Windows Server 2022,19.22,21.94,2.72,2025-03-09
SRV-0569,Windows Server 2022,6.91,7.63,0.72,2025-03-09
SRV-0570,Windows Server 2019,43.36,43.71,0.35,2025-03-09
SRV-0571,Windows Server 2019,21.17,25.9,4.73,2025-03-09
SRV-0572,Windows Server 2019,44.8,48.59,3.79,2025-03-09
SRV-0573,Windows Server 2016,43.1,45.78,2.68,2025-03-09
SRV-0574,Windows Server 2019,22.69,26.83,4.14,2025-03-09
SRV-0575,Windows Server 2016,43.89,46.51,2.62,2025-03-09
SRV-0576,Windows Server 2019,24.77,27.64,2.87,2025-03-09
SRV-0577,Windows Server 2022,15.19,16.28,1.09,2025-03-09
SRV-0578,Windows Server 2019,33.31,36.37,3.06,2025-03-09
SRV-0579,Windows Server 2016,35.13,35.47,0.34,2025-03-09
SRV-0580,Windows Server 2019,19.93,22.72,2.79,2025-03-09
SRV-0581,Windows Server 2019,46.48,51.41,4.93,2025-03-09
SRV-0582,Windows Server 2016,32.37,33.8,1.43,2025-03-09
SRV-0583,Windows Server 2016,18.19,21.65,3.46,2025-03-09
SRV-0584,Windows Server 2022,16.23,21.03,4.8,2025-03-09
SRV-0585,Windows Server 2019,7.1,9.25,2.15,2025-03-09
SRV-0586,Windows Server 2019,26.11,27.8,1.69,2025-03-09
SRV-0587,Windows Server 2022,30.09,33.09,3.0,2025-03-09
SRV-0588,Windows Server 2019,21.03,25.32,4.29,2025-03-09
SRV-0589,Windows Server 2016,31.07,32.89,1.82,2025-03-09
SRV-0590,Windows Server 2022,7.69,9.17,1.48,2025-03-09
SRV-0591,Windows Server 2016,29.27,34.17,4.9,2025-03-09
SRV-0592,Windows Server 2016,43.76,44.2,0.44,2025-03-09
SRV-0593,Windows Server 2016,34.37,38.68,4.31,2025-03-09
SRV-0594,Windows Server 2019,31.75,35.38,3.63,2025-03-09
SRV-0595,Windows Server 2019,42.87,47.2,4.33,2025-03-09
SRV-0596,Windows Server 2022,27.23,27.92,0.69,2025-03-09
SRV-0597,Windows Server 2022,49.89,52.34,2.45,2025-03-09
SRV-0598,Windows Server 2022,31.99,32.22,0.23,2025-03-09
SRV-0599,Windows Server 2022,30.51,34.41,3.9,2025-03-09
SRV-0600,Windows Server 2016,7.89,10.11,2.22,2025-03-09
SRV-0601,Windows Server 2022,6.03,6.49,0.46,2025-03-09
SRV-0602,Windows Server 2022,11.58,14.07,2.49,2025-03-09
SRV-0603,Windows Server 2019,19.55,20.53,0.98,2025-03-09
SRV-0604,Windows Server 2019,7.25,7.73,0.48,2025-03-09
SRV-0605,Windows Server 2022,17.17,18.31,1.14,2025-03-09
SRV-0606,Windows Server 2016,44.68,49.24,4.56,2025-03-09
SRV-0607,Windows Server 2016,27.62,30.29,2.67,2025-03-09
SRV-0608,Windows Server 2016,32.53,37.35,4.82,2025-03-09
SRV-0609,Windows Server 2022,33.15,33.45,0.3,2025-03-09
SRV-0610,Windows Server 2019,12.9,14.15,1.25,2025-03-09
SRV-0611,Windows Server 2016,41.54,42.23,0.69,2025-03-09
SRV-0612,Windows Server 2019,45.51,50.0,4.49,2025-03-09
SRV-0613,Windows Server 2019,48.95,49.36,0.41,2025-03-09
SRV-0614,Windows Server 2019,26.43,31.12,4.69,2025-03-09
SRV-0615,Windows Server 2019,34.76,35.66,0.9,2025-03-09
SRV-0616,Windows Server 2022,31.78,35.6,3.82,2025-03-09
SRV-0617,Windows Server 2019,23.66,24.83,1.17,2025-03-09
SRV-0618,Windows Server 2022,45.31,46.08,0.77,2025-03-09
SRV-0619,Windows Server 2022,34.04,34.29,0.25,2025-03-09
SRV-0620,Windows Server 2016,28.11,29.25,1.14,2025-03-09
SRV-0621,Windows Server 2022,31.31,34.14,2.83,2025-03-09
SRV-0622,Windows Server 2019,7.95,10.86,2.91,2025-03-09
SRV-0623,Windows Server 2022,13.63,13.89,0.26,2025-03-09
SRV-0624,Windows Server 2019,21.52,23.94,2.42,2025-03-09
SRV-0625,Windows Server 2019,9.27,12.13,2.86,2025-03-09
SRV-0626,Windows Server 2019,26.93,29.49,2.56,2025-03-09
SRV-0627,Windows Server 2022,41.63,42.42,0.79,2025-03-09
SRV-0628,Windows Server 2016,15.25,17.31,2.06,2025-03-09
SRV-0629,Windows Server 2016,46.2,50.13,3.93,2025-03-09
SRV-0630,Windows Server 2016,49.43,53.73,4.3,2025-03-09
SRV-0631,Windows Server 2019,36.88,39.36,2.48,2025-03-09
SRV-0632,Windows Server 2022,36.53,37.26,0.73,2025-03-09
SRV-0633,Windows Server 2022,10.07,11.58,1.51,2025-03-09
SRV-0634,Windows Server 2022,32.45,36.83,4.38,2025-03-09
SRV-0635,Windows Server 2019,43.51,43.93,0.42,2025-03-09
SRV-0636,Windows Server 2022,21.35,21.61,0.26,2025-03-09
SRV-0637,Windows Server 2022,35.68,40.11,4.43,2025-03-09
SRV-0638,Windows Server 2022,10.97,15.64,4.67,2025-03-09
SRV-0639,Windows Server 2016,21.42,22.21,0.79,2025-03-09
SRV-0640,Windows Server 2022,15.14,19.72,4.58,2025-03-09
SRV-0641,Windows Server 2016,41.6,44.72,3.12,2025-03-09
SRV-0642,Windows Server 2019,37.06,40.66,3.6,2025-03-09
SRV-0643,Windows Server 2016,44.58,47.83,3.25,2025-03-09
SRV-0644,Windows Server 2019,33.51,35.06,1.55,2025-03-09
SRV-0645,Windows Server 2019,5.23,7.14,1.91,2025-03-09
SRV-0646,Windows Server 2019,17.4,20.58,3.18,2025-03-09
SRV-0647,Windows Server 2016,31.64,33.43,1.79,2025-03-09
SRV-0648,Windows Server 2019,35.66,40.64,4.98,2025-03-09
SRV-0649,Windows Server 2022,20.59,22.99,2.4,2025-03-09
SRV-0650,Windows Server 2016,40.2,41.15,0.95,2025-03-09
SRV-0651,Windows Server 2016,34.99,39.96,4.97,2025-03-09
SRV-0652,Windows Server 2019,48.05,51.62,3.57,2025-03-09
SRV-0653,Windows Server 2016,38.55,42.23,3.68,2025-03-09
SRV-0654,Windows Server 2022,16.37,18.01,1.64,2025-03-09
SRV-0655,Windows Server 2016,45.99,49.15,3.16,2025-03-09
SRV-0656,Windows Server 2022,16.97,20.79,3.82,2025-03-09
SRV-0657,Windows Server 2016,9.38,10.04,0.66,2025-03-09
SRV-0658,Windows Server 2019,47.83,52.68,4.85,2025-03-09
SRV-0659,Windows Server 2019,27.22,30.1,2.88,2025-03-09
SRV-0660,Windows Server 2019,11.25,15.67,4.42,2025-03-09
SRV-0661,Windows Server 2022,23.61,27.55,3.94,2025-03-09
SRV-0662,Windows Server 2022,16.55,18.32,1.77,2025-03-09
SRV-0663,Windows Server 2016,17.42,18.28,0.86,2025-03-09
SRV-0664,Windows Server 2019,31.12,33.61,2.49,2025-03-09
SRV-0665,Windows Server 2019,15.23,15.52,0.29,2025-03-09
SRV-0666,Windows Server 2019,29.04,30.17,1.13,2025-03-09
SRV-0667,Windows Server 2016,26.81,30.67,3.86,2025-03-09
SRV-0668,Windows Server 2019,42.73,43.47,0.74,2025-03-09
SRV-0669,Windows Server 2019,17.79,20.1,2.31,2025-03-09
SRV-0670,Windows Server 2022,32.95,34.27,1.32,2025-03-09
SRV-0671,Windows Server 2019,34.89,38.65,3.76,2025-03-09
SRV-0672,Windows Server 2016,29.17,32.07,2.9,2025-03-09
SRV-0673,Windows Server 2022,8.22,9.33,1.11,2025-03-09
SRV-0674,Windows Server 2022,5.61,9.77,4.16,2025-03-09
SRV-0675,Windows Server 2022,25.38,26.81,1.43,2025-03-09
SRV-0676,Windows Server 2022,10.27,13.37,3.1,2025-03-09
SRV-0677,Windows Server 2019,21.82,25.6,3.78,2025-03-09
SRV-0678,Windows Server 2019,31.96,33.47,1.51,2025-03-09
SRV-0679,Windows Server 2016,38.76,39.58,0.82,2025-03-09
SRV-0680,Windows Server 2016,22.93,26.7,3.77,2025-03-09
SRV-0681,Windows Server 2019,9.76,11.15,1.39,2025-03-09
SRV-0682,Windows Server 2016,12.56,14.39,1.83,2025-03-09
SRV-0683,Windows Server 2019,26.6,26.9,0.3,2025-03-09
SRV-0684,Windows Server 2016,17.3,19.25,1.95,2025-03-09
SRV-0685,Windows Server 2022,30.93,33.01,2.08,2025-03-09
SRV-0686,Windows Server 2019,33.52,36.73,3.21,2025-03-09
SRV-0687,Windows Server 2022,15.64,20.23,4.59,2025-03-09
SRV-0688,Windows Server 2019,29.17,33.31,4.14,2025-03-09
SRV-0689,Windows Server 2019,12.47,16.49,4.02,2025-03-09
SRV-0690,Windows Server 2019,37.6,42.16,4.56,2025-03-09
SRV-0691,Windows Server 2022,20.51,25.4,4.89,2025-03-09
SRV-0692,Windows Server 2016,17.59,22.48,4.89,2025-03-09
SRV-0693,Windows Server 2022,17.54,20.9,3.36,2025-03-09
SRV-0694,Windows Server 2022,18.69,19.69,1.0,2025-03-09
SRV-0695,Windows Server 2016,44.47,49.43,4.96,2025-03-09
SRV-0696,Windows Server 2022,11.19,11.51,0.32,2025-03-09
SRV-0697,Windows Server 2022,40.05,44.34,4.29,2025-03-09
SRV-0698,Windows Server 2022,36.53,38.63,2.1,2025-03-09
SRV-0699,Windows Server 2022,22.26,22.67,0.41,2025-03-09
SRV-0700,Windows Server 2019,37.06,40.52,3.46,2025-03-09
SRV-0701,Windows Server 2016,41.05,43.34,2.29,2025-03-09
SRV-0702,Windows Server 2022,17.45,21.82,4.37,2025-03-09
SRV-0703,Windows Server 2016,47.68,48.68,1.0,2025-03-09
SRV-0704,Windows Server 2019,43.37,44.81,1.44,2025-03-09
SRV-0705,Windows Server 2016,37.22,39.67,2.45,2025-03-09
